id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season
4134,Dejan Lekic,18,348,0,0.1120701152831316,0,0.2074159085750579,3,4,1,0,F S,Eibar,0,0.1120701152831316,0.363425837829709,0.0831899009644985,LaLiga,1415
4136,Ángel,15,521,0,1.1552403438836336,1,0.3380318619310856,8,2,1,0,F S,Eibar,0,1.1552403438836336,1.53919830173254,0.1939366031438112,LaLiga,1415
4137,Derek Boateng,13,724,0,0.521477360278368,0,0.0272330027073621,2,2,3,0,M S,Eibar,0,0.521477360278368,0.2788009895011782,0.2557772304862737,LaLiga,1415
4138,Dani Nieto,9,209,0,0.1831120625138282,0,0.2136835977435112,5,4,1,0,M S,Eibar,0,0.1831120625138282,0.2354020699858665,0.0562528222799301,LaLiga,1415
4139,Txema Añibarro,15,1137,0,0.2126039331778884,0,0.0469250753521919,4,1,2,0,D S,Eibar,0,0.2126039331778884,0.435522329993546,0.3762841951102018,LaLiga,1415
4140,Jaime,5,450,0,0.0,0,0.0,0,0,0,0,GK,Eibar,0,0.0,0.0302111320197582,0.0302111320197582,LaLiga,1415
4141,Rafael Gálvez,4,115,0,0.0,0,0.0,0,0,0,0,D S,Elche,0,0.0,0.1347336284816265,0.1347336284816265,LaLiga,1415
4142,Álvaro,17,354,0,0.182064451277256,0,0.0332609303295612,3,2,2,0,M S,Elche,0,0.182064451277256,0.3609519898891449,0.1554727740585804,LaLiga,1415
4143,Samu,2,180,0,0.0268757324665784,0,0.0,1,0,0,0,D,Elche,0,0.0268757324665784,0.7637851554900408,0.7369094211608171,LaLiga,1415
4144,Franco Fragapane,1,23,0,0.0,0,0.0,0,0,0,0,S,Elche,0,0.0,0.0,0.0,LaLiga,1415
4150,Juan Valera,12,988,0,0.0238587670028209,0,0.2531547900289297,1,4,4,0,D,Getafe,0,0.0238587670028209,1.271667519584298,1.1615072060376406,LaLiga,1415
4151,Daniel Pinillos,12,864,0,0.0,0,0.0820464789867401,0,2,5,1,D M S,Cordoba,0,0.0,0.8548916382715106,0.7728451592847705,LaLiga,1415
4153,López Silva,8,346,0,0.0344818504527211,0,0.1659953705966472,2,7,1,0,M S,Cordoba,0,0.0344818504527211,0.367765755392611,0.1672885306179523,LaLiga,1415
4154,Abdoulaye Ba,20,1619,0,0.8641428221017122,0,0.0457682572305202,8,3,10,0,D,Rayo Vallecano,0,0.8641428221017122,1.4131896146573126,1.4004070707596838,LaLiga,1415
4155,Riki,9,196,0,0.3261003969237208,0,0.9999631345272064,7,4,1,0,S,Granada,0,0.3261003969237208,1.3760592816397548,0.2538503855466842,LaLiga,1415
4159,Guillermo,14,552,0,2.0557369953021407,0,0.0,16,0,2,0,F S,Athletic Club,0,2.0557369953021407,1.4648510357365012,0.0574802346527576,LaLiga,1415
4160,David Costas,1,90,0,0.0,0,0.0,0,0,1,0,D,Celta Vigo,0,0.0,0.3954834640026092,0.3954834640026092,LaLiga,1415
4162,Gaizka Toquero,4,35,0,0.0326656401157379,0,0.0,1,0,0,0,S,Athletic Club,0,0.0326656401157379,0.0326656401157379,0.0,LaLiga,1415
4163,Luis Martins,3,147,0,0.0,0,0.0098616611212491,0,1,0,0,D S,Granada,0,0.0,0.0255704019218683,0.0157087408006191,LaLiga,1415
4164,Mohamed Sissoko,21,1087,0,0.1696354169398546,0,0.1580701135098934,6,7,4,0,M S,Levante,0,0.1696354169398546,0.9169243983924388,0.6697513442486525,LaLiga,1415
4167,Mané,5,282,0,0.0186009593307971,0,0.1102750599384307,1,2,0,0,D M S,Almeria,0,0.0186009593307971,0.1691887117922306,0.1128541752696037,LaLiga,1415
4170,Antonio Marín,2,123,0,0.0242019798606634,0,0.0640815868973732,1,1,0,0,D S,Almeria,0,0.0242019798606634,0.0858949348330497,0.0218133497983217,LaLiga,1415
4173,López Garai,6,386,0,0.0,0,0.0969964638352394,0,2,1,0,M S,Cordoba,0,0.0,0.2375938538461923,0.1405973974615335,LaLiga,1415
4177,Álex Fernández,5,194,0,0.229982353746891,0,0.0,2,0,0,0,M S,Espanyol,0,0.229982353746891,0.2434601858258247,0.0134778209030628,LaLiga,1415
4178,Abdoul Sissoko,11,772,0,0.2767429389059543,0,0.3609329313039779,4,6,1,0,D F M S,Granada,0,0.2767429389059543,0.8307206779718399,0.2406090274453163,LaLiga,1415
4180,Héctor Yuste,6,315,0,0.0,0,0.0,0,0,3,0,M S,Granada,0,0.0,0.0,0.0,LaLiga,1415
4181,Alfredo Ortuño,5,250,0,0.2094001173973083,1,0.0430891439318656,4,1,0,0,F S,Granada,0,0.2094001173973083,0.2524892650544643,0.0,LaLiga,1415
4182,Gaztañaga,3,144,0,0.0408347640186548,0,0.0,2,0,1,0,M S,Real Sociedad,0,0.0408347640186548,0.1636253148317337,0.1410357616841793,LaLiga,1415
